"Id","SalePrice"
1584,219803.247395477
1585,141971.945167822
1586,62638.6665166022
1587,100404.998007248
1588,151195.952272181
1589,97216.5023456624
1590,135785.338593288
1591,96397.0854657534
1592,114787.03362036
1593,124021.202389926
1594,131307.208288637
1595,113425.98381128
1596,233942.580434569
1597,195890.731656431
1598,224780.117733518
1599,169268.524886037
1600,172059.536396225
1601,60957.0655058141
1602,107232.197462152
1603,78174.094291103
1604,268849.851290721
1605,246917.301520899
1606,171560.755442729
1607,174796.121725953
1608,220750.18541771
1609,186350.449975163
1610,148904.703159921
1611,143996.235029079
1612,168666.530833854
1613,161300.569727735
1614,122714.969243443
1615,91070.7633651891
1616,77420.8584212289
1617,89338.3286823149
1618,120638.946015098
1619,137602.881863036
1620,169808.340448641
1621,133281.018255534
1622,140201.930279714
1623,277069.925625987
1624,213587.503372578
1625,118073.697580995
1626,166787.618903479
1627,183386.41771464
1628,273863.794052553
1629,178920.923010615
1630,348785.574276687
1631,230151.782224731
1632,252201.000665042
1633,172952.486294937
1634,186890.769441862
1635,180084.681735698
1636,153301.984797736
1637,196756.258599048
1638,189644.229091026
1639,181415.132190325
1640,259802.802852548
1641,179928.811559587
1642,235675.323987275
1643,217900.765714268
1644,233426.72054783
1645,198988.186251885
1646,158439.69679596
1647,154041.383373897
1648,132459.953519166
1649,140515.85848324
1650,113014.267306567
1651,114365.715752271
1652,97520.466510483
1653,99497.9452013448
1654,146097.272859026
1655,141573.377041685
1656,144871.304169083
1657,149685.777648894
1658,146194.231913176
1659,117443.460577079
1660,151307.413987955
1661,439483.646470869
1662,387545.33966711
1663,369258.297797042
1664,495246.163690578
1665,293877.016147973
1666,322435.692247363
1667,355949.953888781
1668,326785.832759637
1669,297781.676902724
1670,330064.519688297
1671,264354.592388617
1672,422008.324327239
1673,294653.453567458
1674,242860.93230865
1675,196488.966980842
1676,197882.058740607
1677,225394.66853807
1678,449178.001814723
1679,385805.037180783
1680,336402.723720222
1681,242579.91604507
1682,312051.779477108
1683,187415.248692943
1684,177776.71228943
1685,175267.107861252
1686,173154.222043414
1687,172596.875860885
1688,192176.055248636
1689,193393.374056622
1690,198006.759875964
1691,187413.952135496
1692,256714.428667172
1693,173456.931283204
1694,181110.103461371
1695,162887.980866394
1696,270447.945816255
1697,167280.230213711
1698,347744.001228907
1699,323086.444516914
1700,250876.935884206
1701,275389.094495097
1702,246318.675383377
1703,252909.09784338
1704,276808.956541389
1705,232305.417971624
1706,393103.036553208
1707,209128.444980171
1708,202635.812006
1709,266613.972623883
1710,222500.813423475
1711,261108.78498347
1712,254262.073130917
1713,262618.454181444
1714,226308.982932555
1715,208267.544778622
1716,183690.041064577
1717,180302.192629442
1718,139453.378268366
1719,204533.447331826
1720,230728.893172667
1721,160829.211160496
1722,127630.366302589
1723,151427.919962799
1724,206045.195342602
1725,239926.390419172
1726,189323.646868262
1727,158613.043990044
1728,172028.779719479
1729,166123.756269162
1730,156574.208934148
1731,123848.252715593
1732,124400.931420266
1733,111845.498312438
1734,114388.063078592
1735,125755.378359213
1736,112997.540264227
1737,288518.040532528
1738,248090.803182171
1739,243953.39011248
1740,221347.58210127
1741,187164.787468013
1742,171063.824293686
1743,177847.259495026
1744,302280.472001138
1745,221859.253223916
1746,189955.765590015
1747,218730.411737578
1748,223706.714838398
1749,149226.053292393
1750,130469.62481684
1751,250230.70535621
1752,118274.080718461
1753,152851.860870378
1754,194948.046332436
1755,168930.051100686
1756,123009.877386662
1757,118668.647566241
1758,141908.298287332
1759,163777.014932213
1760,169128.296658356
1761,149068.804263864
1762,174011.871104562
1763,182890.443580169
1764,117087.553380799
1765,165666.935459193
1766,184468.405069549
1767,222236.0910629
1768,143061.444010014
1769,175518.662244837
1770,154757.535047227
1771,125019.619194144
1772,138765.434944441
1773,123216.223526646
1774,147426.169191619
1775,141569.611999639
1776,123127.003546371
1777,104337.489837219
1778,143695.328423264
1779,113333.635165601
1780,179220.815874229
1781,123315.447988893
1782,83088.2748838568
1783,141978.598685552
1784,103275.659336769
1785,117875.480501592
1786,148727.50255037
1787,162722.945065205
1788,60450.4238442617
1789,97768.3142253772
1790,77624.7910825733
1791,183425.785818999
1792,157089.132666586
1793,132325.161576937
1794,158339.477459006
1795,132532.550149664
1796,119508.680564383
1797,108853.557511424
1798,120635.327019284
1799,110812.821805922
1800,133460.853011575
1801,128360.249012674
1802,133555.051587792
1803,149040.129248252
1804,145986.088169671
1805,137629.797633407
1806,130687.243319465
1807,130492.061667573
1808,122936.815244876
1809,121881.428825476
1810,137178.711457303
1811,94479.4849371943
1812,95327.6226948709
1813,122363.344562416
1814,92668.5098930733
1815,51490.6320283367
1816,94577.4721705561
1817,108785.43003235
1818,145180.212726365
1819,125081.29144731
1820,69736.552194031
1821,109963.003042546
1822,147699.666345621
1823,50999.6817263938
1824,127150.760627662
1825,132869.653902084
1826,104499.066770268
1827,106120.178850622
1828,137021.76491556
1829,123367.400600495
1830,141791.180523587
1831,149129.251593138
1832,75373.4408700289
1833,133155.768609698
1834,120179.994564358
1835,131942.176487363
1836,120249.240226638
1837,85491.434582689
1838,126541.967548014
1839,96205.9438516912
1840,153321.013934693
1841,148530.96848659
1842,91218.0058820385
1843,128499.843537583
1844,138157.651716156
1845,143663.467074784
1846,155269.523367316
1847,168740.134094556
1848,49486.5126572159
1849,106296.860666119
1850,118215.152775657
1851,156520.297797724
1852,128513.171369865
1853,132534.288563759
1854,168372.840297832
1855,155601.965370281
1856,222169.900534873
1857,136553.828262603
1858,131124.225624114
1859,115117.12291729
1860,146740.220978128
1861,114453.717425719
1862,312831.770262843
1863,295398.739038677
1864,295748.186949237
1865,315537.720771242
1866,310624.542192986
1867,223931.969186798
1868,288659.679756197
1869,204890.618028483
1870,226729.663291855
1871,242962.452379598
1872,174715.483574727
1873,247841.442061706
1874,144954.763787839
1875,202930.99470701
1876,194225.391005269
1877,208912.592960446
1878,203148.978498307
1879,130733.940359442
1880,131584.594717508
1881,235685.442392267
1882,249959.244378466
1883,187656.227188467
1884,202536.660177394
1885,239104.705291491
1886,284706.050759591
1887,216058.767289051
1888,266381.952708679
1889,167298.104976305
1890,122516.264400983
1891,137332.543062374
1892,98220.0098264851
1893,132457.637043053
1894,129256.532265041
1895,135965.569162448
1896,122344.679088739
1897,112344.308246309
1898,114840.090999928
1899,159459.923879482
1900,145389.33233991
1901,174185.159012447
1902,148063.380044076
1903,216378.50478169
1904,143935.249506394
1905,209154.8283578
1906,153515.937916912
1907,211055.632733205
1908,108576.389121155
1909,138726.009414928
1910,120085.921692121
1911,222777.452670557
1912,347368.462575542
1913,136577.786910192
1914,67626.5019584623
1915,296180.998738196
1916,55183.560667342
1917,252019.745000413
1918,138322.034041468
1919,178782.310994752
1920,159039.223414855
1921,370643.883705089
1922,296315.052155915
1923,231201.445061208
1924,239664.606067326
1925,197335.961949682
1926,357286.357933066
1927,133791.809281462
1928,155823.281465033
1929,124414.001902995
1930,129474.395361564
1931,139696.5110818
1932,135572.552729956
1933,169600.20896546
1934,177191.819314722
1935,167027.165950638
1936,188293.735154455
1937,182016.011080215
1938,176597.511636627
1939,251384.603818239
1940,194199.834426552
1941,169077.774266081
1942,188707.820485899
1943,221535.373412591
1944,355840.018115044
1945,377224.038567694
1946,140586.617839673
1947,322664.877802737
1948,175907.235584722
1949,243097.78445977
1950,187773.303372268
1951,256158.175160358
1952,224476.355123177
1953,167999.618296501
1954,186021.131946586
1955,134474.161081347
1956,298446.009434569
1957,153214.065682861
1958,287424.674924998
1959,145760.507750262
1960,112067.386291036
1961,119276.952757689
1962,94327.1555319516
1963,99903.9900961156
1964,105880.39333661
1965,146755.252588907
1966,136916.600065423
1967,285506.60333254
1968,423948.520369145
1969,381772.020946183
1970,421959.323850907
1971,470710.202840781
1972,371133.263448962
1973,280707.132418086
1974,316790.947368895
1975,541576.545702416
1976,272166.271602305
1977,350004.040176941
1978,354029.743487381
1979,341127.936772334
1980,213959.514663671
1981,330547.019188877
1982,227848.759948286
1983,214236.466479344
1984,177222.725263848
1985,219662.364504135
1986,214845.326090081
1987,182389.640914619
1988,175521.563432193
1989,195424.130475862
1990,210864.714856838
1991,238435.888232613
1992,213247.444285526
1993,169639.946698425
1994,225091.784837725
1995,185119.789070614
1996,257387.36812854
1997,311592.076199173
1998,314970.315794706
1999,271671.464718565
2000,326906.643255363
2001,281902.59223291
2002,242411.410559508
2003,261225.251009768
2004,282589.964549562
2005,220174.648158644
2006,227105.544383382
2007,254391.611817527
2008,216157.93658742
2009,197291.526988067
2010,196412.417684752
2011,142673.005191849
2012,175934.787568834
2013,178579.677665167
2014,187606.502595264
2015,209953.066351958
2016,191046.171671009
2017,199395.254107702
2018,117291.316983548
2019,132303.502884914
2020,108355.50543452
2021,105728.669365694
2022,186401.148633302
2023,145167.745084352
2024,270619.385045071
2025,365136.400669676
2026,177299.81860496
2027,157903.50702128
2028,151522.466154651
2029,164239.821589415
2030,266997.667139028
2031,235358.366406144
2032,247069.936572038
2033,257719.432158457
2034,171175.892903161
2035,219123.125497043
2036,201505.65121979
2037,204651.933009583
2038,315274.677246117
2039,229391.738856276
2040,279589.895715599
2041,306983.323679298
2042,204030.658282918
2043,179396.938316451
2044,170225.89007709
2045,217398.125783595
2046,144607.309516657
2047,142412.80207497
2048,138655.830387903
2049,145207.712177007
2050,176097.131984895
2051,102936.802604629
2052,128644.691611278
2053,146780.858840842
2054,83813.4417369191
2055,154639.231909184
2056,150014.553880167
2057,114519.87693063
2058,219151.85136536
2059,135183.609824687
2060,174288.807476197
2061,173520.475354257
2062,128960.596851669
2063,117027.66400349
2064,138174.575827918
2065,117444.883085665
2066,168888.763060119
2067,113334.841409201
2068,147397.105010893
2069,83417.0334491987
2070,113504.536649636
2071,88724.1722872485
2072,133059.928707779
2073,132371.158149483
2074,184098.415238446
2075,148173.031931108
2076,114885.847595152
2077,160168.979663355
2078,126424.55412871
2079,132251.318987338
2080,118382.102692642
2081,122682.467402302
2082,126135.656138677
2083,147384.945273886
2084,108678.983950341
2085,119776.709043414
2086,117685.437130864
2087,125778.480507849
2088,96262.4486364004
2089,74987.2038059848
2090,128294.769498637
2091,109049.150481664
2092,122313.767570529
2093,119676.241463931
2094,115708.280027436
2095,140698.517226556
2096,82654.0092941269
2097,102397.15699595
2098,137344.29359944
2099,50880.8159456349
2100,78052.5896766195
2101,112681.711948069
2102,129514.920960491
2103,102091.036496066
2104,141227.050051032
2105,129131.997760779
2106,64528.1320204391
2107,207539.937217103
2108,113602.033104408
2109,111603.326938996
2110,127035.784347811
2111,147577.964075481
2112,141472.053656833
2113,124879.389042425
2114,125838.890981524
2115,168010.369813948
2116,120731.957879209
2117,150539.220615812
2118,123957.782472326
2119,115899.77477472
2120,122542.848260922
2121,83733.7223068658
2122,112108.520326868
2123,82954.5536637751
2124,163578.119300932
2125,124161.835499049
2126,149809.832488319
2127,164504.835522651
2128,124881.62829532
2129,83474.3726138226
2130,127133.271168909
2131,144171.58419409
2132,115842.495680257
2133,117831.212938382
2134,115287.691986721
2135,85075.0595326491
2136,73511.2720763419
2137,109176.421813472
2138,136542.862976488
2139,152132.156815186
2140,142192.017362398
2141,153184.734938095
2142,125274.557954293
2143,145300.28679201
2144,121085.28941364
2145,140443.474440933
2146,166962.320968268
2147,138396.211747926
2148,143027.013004367
2149,147501.222148456
2150,236774.340531658
2151,113228.314348761
2152,165602.832725586
2153,165849.337733879
2154,109682.170309112
2155,137732.63072553
2156,252953.552098873
2157,232622.478665215
2158,240102.040536796
2159,212010.654526617
2160,182480.02772595
2161,238993.193815057
2162,370434.464757524
2163,346204.404821972
2164,242484.052276419
2165,199600.548420369
2166,149489.276022204
2167,217778.783548225
2168,197348.258240149
2169,194761.869980691
2170,220045.32667161
2171,150589.295276768
2172,134025.819391193
2173,166636.479096309
2174,229773.140033788
2175,295774.388891991
2176,300241.801482373
2177,240005.563077289
2178,214563.314951064
2179,140282.523478375
2180,215874.763398391
2181,196991.497725191
2182,227030.692252942
2183,197462.431251248
2184,119935.604117434
2185,120981.003928697
2186,146262.043049807
2187,152692.591487789
2188,155940.161368633
2189,291308.699063588
2190,78605.0691065017
2191,83304.8138108274
2192,92755.8907890199
2193,108143.23877549
2194,105728.940509683
2195,106490.696319308
2196,101242.826519412
2197,119941.661156358
2198,163195.475240294
2199,186730.74669373
2200,149261.181663869
2201,145411.27764774
2202,220187.599488772
2203,136328.700275666
2204,178812.318632405
2205,120416.710221021
2206,140283.741982582
2207,209926.120077112
2208,276604.339663358
2209,243038.992948157
2210,117459.770751699
2211,112814.257278554
2212,114608.030073902
2213,101124.026951859
2214,118454.675711052
2215,98342.5783660032
2216,141927.6013364
2217,61575.9594642574
2218,82772.3070139973
2219,79112.9600666817
2220,70524.7119064507
2221,298202.101946966
2222,267727.854809292
2223,295763.122694006
2224,206253.689603533
2225,124232.510152376
2226,179625.213988724
2227,199351.730368855
2228,259706.979684309
2229,256789.387634654
2230,148491.956534424
2231,213959.598535879
2232,176085.648443031
2233,182152.931341137
2234,239258.280521025
2235,211357.128404254
2236,273371.656665037
2237,317398.300297407
2238,201272.575922656
2239,114889.206265088
2240,156010.384291837
2241,150360.588347087
2242,119292.874277302
2243,124755.927278635
2244,104274.484234492
2245,96324.9005007479
2246,146357.318305008
2247,116707.624429488
2248,120385.440289474
2249,120945.092234388
2250,127124.986332606
2251,99039.219155858
2252,177268.286834078
2253,152911.087202103
2254,172523.411323521
2255,185710.900871907
2256,177060.629764002
2257,205266.837354728
2258,164734.568568751
2259,173795.331339775
2260,142848.975927609
2261,199826.732799615
2262,216342.796600197
2263,368576.436628619
2264,517538.254723516
2265,171694.290309974
2266,298450.187544044
2267,359738.076201752
2268,415427.611433359
2269,155032.744484623
2270,197452.350327095
2271,216853.071893644
2272,203162.268062691
2273,161458.840270252
2274,177586.588625703
2275,164074.509316496
2276,198929.55669862
2277,188656.730684266
2278,144692.137498069
2279,124681.110203309
2280,117634.247382716
2281,165894.118695943
2282,186623.221807884
2283,105350.828906579
2284,110521.600930866
2285,140138.016759943
2286,123136.550035882
2287,358045.268448045
2288,279912.068689604
2289,381602.597976763
2290,463645.402372141
2291,327715.367879607
2292,435938.258915828
2293,458231.434957344
2294,404742.151029717
2295,493541.843867493
2296,297774.658917339
2297,332989.85621765
2298,333227.092838413
2299,351706.374122375
2300,325847.966666306
2301,301900.571786206
2302,251958.146630082
2303,259462.084249064
2304,258118.42751103
2305,200779.941486802
2306,194683.680367815
2307,202264.021579821
2308,232744.224237148
2309,282141.500685386
2310,222938.980472683
2311,207171.174031557
2312,178000.871770059
2313,173014.786699814
2314,174350.649713856
2315,180176.83515107
2316,200789.811587001
2317,193502.436647767
2318,181778.869466431
2319,185313.370340419
2320,190217.807416108
2321,237051.380360162
2322,181894.45609514
2323,190759.630076531
2324,179527.976412997
2325,224926.951944171
2326,175457.065125969
2327,203894.403856953
2328,219867.524257061
2329,191691.986611032
2330,179933.22375126
2331,353937.541123139
2332,396339.957935783
2333,324117.755152632
2334,262021.055078868
2335,283622.978753083
2336,308230.350969555
2337,206019.731997783
2338,268240.793267285
2339,220570.855040457
2340,377991.398409701
2341,239358.059396069
2342,243532.458979344
2343,229550.235537
2344,208174.090583936
2345,237616.972507387
2346,220792.012808307
2347,201940.332850751
2348,245711.755717128
2349,179394.095597953
2350,301949.689731622
2351,261520.003970581
2352,256266.578419653
2353,239186.082664328
2354,141008.585221657
2355,149870.395425214
2356,148376.416244699
2357,190984.147012163
2358,194062.883859138
2359,133433.965517471
2360,114979.807163896
2361,142601.225198866
2362,280905.451401287
2363,134522.101318047
2364,155599.501072229
2365,219105.675466261
2366,199367.220178652
2367,233289.853934428
2368,210671.161212881
2369,226552.967574233
2370,164862.270856924
2371,166834.244146542
2372,190963.101882379
2373,279425.040931604
2374,300877.161500532
2375,251669.126824267
2376,285129.482718648
2377,338127.292940564
2378,144030.551994797
2379,196148.297591224
2380,149532.72282453
2381,167920.124779296
2382,203137.680202722
2383,204307.976252317
2384,240655.873917304
2385,163749.781258133
2386,131617.541814876
2387,137442.783620841
2388,103406.890207108
2389,122090.81545806
2390,145668.679397248
2391,139250.460235578
2392,116231.951373687
2393,169965.082930192
2394,142484.430401163
2395,203707.805320195
2396,147404.759841236
2397,226153.023257405
2398,127668.860954105
2399,66349.1445492238
2400,60000.9630969608
2401,111274.535183639
2402,140196.655429673
2403,145892.137077746
2404,153047.223172714
2405,158550.546145874
2406,141162.324161785
2407,123246.1094214
2408,147335.130117831
2409,123647.413383498
2410,168269.952556384
2411,114284.009680861
2412,152762.17694696
2413,130867.244282525
2414,152427.016259687
2415,139179.04636116
2416,126544.061995888
2417,136689.599512519
2418,133069.846255358
2419,122261.367444632
2420,121318.777038472
2421,150426.632300193
2422,108274.779786377
2423,120005.997422567
2424,159952.002280936
2425,193555.292574142
2426,128399.214679223
2427,134245.906479661
2428,179799.256346169
2429,116721.832409668
2430,132412.118278702
2431,106094.653117831
2432,148834.964212681
2433,144066.959581852
2434,139151.656274342
2435,151601.714111959
2436,104583.211949951
2437,110281.640941602
2438,121956.088147894
2439,106714.111690231
2440,119379.247351747
2441,94323.1915552156
2442,98804.6793602922
2443,125702.428438849
2444,131085.302219879
2445,89199.3367855
2446,140313.34181804
2447,189229.29499017
2448,130798.512018868
2449,110285.704880448
2450,149398.429003522
2451,119863.050282586
2452,194661.888414931
2453,90185.4908690329
2454,118856.103293552
2455,115273.200983575
2456,136435.339414959
2457,128282.977072775
2458,129404.141725033
2459,111460.223776782
2460,143807.355244406
2461,128060.603569619
2462,136599.469849229
2463,129420.287093309
2464,175156.595969614
2465,143662.977214965
2466,108635.113164904
2467,134335.510645847
2468,82763.0575468516
2469,81199.8250119957
2470,179889.877044095
2471,202583.486176765
2472,152184.397081957
2473,112597.910135757
2474,81623.8183248655
2475,217044.676809074
2476,113538.913882664
2477,129498.682268175
2478,151940.360292249
2479,105071.465776866
2480,157621.503127559
2481,124299.122443935
2482,127097.782391506
2483,112984.502474046
2484,122293.68277367
2485,126314.423943226
2486,151568.339117435
2487,159854.454981552
2488,164197.848403224
2489,150241.391965074
2490,143251.456943845
2491,89120.0695058043
2492,190431.88802308
2493,154213.47250322
2494,144521.043605754
2495,89852.1136419781
2496,250728.963953756
2497,156338.35671129
2498,108734.261212471
2499,88035.2967920901
2500,124377.383243797
2501,137691.398016635
2502,145458.046933568
2503,98493.9866754863
2504,178583.366277526
2505,220829.188418097
2506,252375.766444722
2507,294520.510185186
2508,253494.178217317
2509,220296.653191921
2510,220827.499386312
2511,175707.294074374
2512,204422.210961024
2513,227171.17980079
2514,263553.47535033
2515,145227.910691325
2516,175500.675214252
2517,141251.880225673
2518,152471.468231358
2519,230719.076735444
2520,217179.709360437
2521,188383.062090971
2522,224160.992348385
2523,116557.652586262
2524,137422.739545186
2525,145940.171381427
2526,140300.019575676
2527,121349.090731527
2528,122823.553514755
2529,132631.587313479
2530,118380.338341481
2531,249351.478549014
2532,224129.581211286
2533,193056.707294302
2534,233713.96941067
2535,300885.098980465
2536,231573.267832899
2537,242341.764763316
2538,185521.509063652
2539,189494.731709553
2540,180679.735498107
2541,183998.655587205
2542,166017.301764159
2543,124372.169048239
2544,121024.579843148
2545,139361.398408333
2546,129957.975308088
2547,141482.372379337
2548,157411.515812515
2549,157739.883760551
2550,689949.593649973
2551,142868.922728193
2552,124003.394846812
2553,75499.815830594
2554,99727.5529629658
2555,118376.718807234
2556,96472.7668856338
2557,102494.490104924
2558,144868.122716645
2559,137831.500983498
2560,149801.498498219
2561,148173.463575543
2562,131393.178069104
2563,146847.725577772
2564,204190.68718997
2565,135235.637998154
2566,164802.155510233
2567,137331.109782232
2568,201828.995569716
2569,222161.582611877
2570,114966.711393218
2571,193503.986241317
2572,153132.488500861
2573,229330.114109075
2574,322822.80054806
2575,125859.534877155
2576,120184.005009412
2577,130582.721081177
2578,83504.8460660506
2579,55185.23801822
2580,109407.710081575
2581,114837.596023858
2582,121801.846481217
2583,294036.34542106
2584,183959.470034469
2585,185729.46850726
2586,226222.14328464
2587,199334.431357409
2588,146274.730204071
2589,145445.964025035
2590,206256.155752786
2591,227702.395818864
2592,216902.313007138
2593,247279.232615346
2594,189274.815948509
2595,196422.64580353
2596,290044.864274031
2597,177027.805212096
2598,290338.899922313
2599,318343.55698105
2600,156186.618505235
2601,147807.82279716
2602,82430.9482973422
2603,92591.3266282653
2604,88230.8601642726
2605,79711.999156655
2606,146599.945723422
2607,204332.057289787
2608,195958.855767806
2609,165101.366073882
2610,110914.016725974
2611,119327.396619232
2612,157110.941296897
2613,129012.951579546
2614,124923.011540445
2615,157065.770089474
2616,146004.555695579
2617,173222.043495947
2618,212483.30207613
2619,205605.715144535
2620,183653.278594521
2621,174220.322203614
2622,180779.074579112
2623,246156.980127484
2624,326751.273186344
2625,305073.55273113
2626,173339.885688879
2627,166777.452186742
2628,472770.040015111
2629,516979.48711339
2630,374369.483357151
2631,462443.042988041
2632,418082.253346156
2633,310044.833148711
2634,410250.27932432
2635,155371.84786065
2636,175269.421169159
2637,168526.117427416
2638,262725.756082109
2639,187076.625716509
2640,147242.7355356
2641,105546.352255608
2642,186786.524097515
2643,101121.823469304
2644,121211.966507377
2645,105685.251109169
2646,93466.5045228871
2647,100020.909034413
2648,142963.046943015
2649,150457.252146821
2650,141220.317732546
2651,144689.867144948
2652,405689.830171803
2653,257060.726433162
2654,254156.51496169
2655,381299.505458065
2656,327727.491810201
2657,354593.10997446
2658,310062.079939086
2659,306542.149513159
2660,363856.986263549
2661,350684.835821942
2662,349116.004389489
2663,293692.017051429
2664,272538.724919465
2665,317734.505004676
2666,290698.897870615
2667,172987.486883596
2668,183400.001757966
2669,184239.535907665
2670,278262.154973075
2671,187173.42584241
2672,196831.751647312
2673,202359.284167166
2674,200581.562744297
2675,175629.527274979
2676,193965.591755531
2677,192817.96249226
2678,254965.083614073
2679,275107.248317987
2680,290788.284049556
2681,388849.744577754
2682,314228.553778457
2683,510129.021066961
2684,322535.272435458
2685,331527.305861064
2686,257741.879352874
2687,304549.098506716
2688,223787.223277882
2689,213219.127087119
2690,419413.568739525
2691,188582.084502933
2692,145648.536039123
2693,203300.981602457
2694,139665.933792869
2695,193175.782640497
2696,184613.529269951
2697,177990.582181956
2698,187744.517117746
2699,178118.651618662
2700,158860.156386937
2701,146296.751496367
2702,109164.026052507
2703,122053.120392067
2704,137744.406170977
2705,114658.118413129
2706,108933.913223754
2707,120390.479983867
2708,132204.930475503
2709,103296.733519875
2710,121724.688812619
2711,307106.142206838
2712,371885.050679543
2713,169088.13970299
2714,150524.658679925
2715,169332.266268018
2716,148784.730545986
2717,189791.692450254
2718,224076.915227177
2719,155312.960195372
2720,176647.203085232
2721,131241.036163844
2722,165532.60338062
2723,145076.252028651
2724,126644.368198649
2725,128138.169898431
2726,147567.640902324
2727,185456.058758692
2728,183596.941327735
2729,145235.596156886
2730,148494.691692619
2731,126468.685217003
2732,131654.002620922
2733,156257.9304487
2734,146157.914551423
2735,135844.267285832
2736,140050.90188557
2737,119529.99606475
2738,140488.468547521
2739,159280.150711851
2740,133625.537608002
2741,143440.600752647
2742,153260.654238947
2743,152358.07712552
2744,156839.563132757
2745,145616.445367814
2746,135676.194321733
2747,147604.880170468
2748,114964.984491603
2749,125344.937393552
2750,139736.638109341
2751,133261.67903147
2752,207137.94753571
2753,147581.505975982
2754,205923.855728712
2755,132531.629006423
2756,91953.4746968139
2757,69433.6117659904
2758,80894.5925080347
2759,152322.576938892
2760,118999.338515716
2761,141619.928877267
2762,146456.8301324
2763,182715.851117854
2764,149788.926425059
2765,293893.975202439
2766,131031.248882528
2767,88168.1555957177
2768,134087.979860552
2769,130193.150213318
2770,141150.842712572
2771,110592.736318865
2772,116662.108593934
2773,161773.101640297
2774,141702.638701163
2775,112895.770387422
2776,145510.996183047
2777,142359.321240254
2778,101215.527260759
2779,116873.523996105
2780,99524.7551271877
2781,96428.5824188855
2782,94569.1325585315
2783,95293.3976617102
2784,124449.057471629
2785,137196.435444926
2786,63938.0680828542
2787,121657.208587214
2788,73514.8853005446
2789,165572.426991993
2790,95154.6628811725
2791,112893.943637141
2792,62707.4215670075
2793,157411.996287379
2794,95297.2594175507
2795,126001.280954237
2796,98040.9871288094
2797,200455.111130213
2798,99978.5711390813
2799,110757.172114408
2800,68022.2957911042
2801,99410.2553581475
2802,131771.827416122
2803,168908.091319199
2804,131831.020254331
2805,97667.4457490745
2806,84512.8339549322
2807,159265.137957948
2808,145272.814864039
2809,136443.288092861
2810,126922.464600192
2811,163001.43625566
2812,154597.058197238
2813,161469.705303954
2814,158494.616714618
2815,97552.1071127794
2816,229630.561042291
2817,151230.543604287
2818,127114.730392975
2819,169765.03755995
2820,136562.601067356
2821,98779.0646905194
2822,194065.856485553
2823,308190.144222621
2824,176694.858137253
2825,137085.852794242
2826,136937.834853055
2827,136570.166502092
2828,216823.864422511
2829,223045.85801986
2830,229563.640991307
2831,176397.849119008
2832,247068.03337075
2833,288499.51276165
2834,220988.552140996
2835,225576.935216288
2836,190468.106815945
2837,161048.333796809
2838,149596.929533503
2839,177355.525418672
2840,201645.203601742
2841,201664.380063176
2842,229467.116828059
2843,148585.630661372
2844,171662.263411635
2845,122381.585330228
2846,205268.10025955
2847,202898.987864194
2848,219938.174332892
